split,qid,method,k,lambda,selected_doc_ids,demand_cov_at_k,ndcg_at_k,official_ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,full_query_coverage,risk_demand_coverage,has_risk_demand
formal_train,65477578,D3_TFIDF,5,,WMA_14ca4c830dd643d5|169820|56828|104173|225948,0.66666667,1.00000000,0.74579122,2,2.00000000,0.97810625,0.10010287,0.80000000,0,0,0
formal_train,65477578,MMR,5,0.60000000,WMA_14ca4c830dd643d5|169820|104173|56828|32359,0.66666667,1.00000000,0.74579122,2,2.00000000,0.97530489,0.07927113,0.80000000,0,0,0
formal_train,65477578,B0,7,,WMA_14ca4c830dd643d5|169820|225948|56828|32359|56831|104173,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65477578,D0,7,,WMA_14ca4c830dd643d5|169820|225948|56828|32359|56831|104173,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65477578,D1,7,,WMA_14ca4c830dd643d5|169820|225948|56828|32359|56831|104173,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65477578,D2,7,,WMA_14ca4c830dd643d5|169820|56828|104173|225948|32359|56831,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65477578,D3_TFIDF,7,,WMA_14ca4c830dd643d5|169820|56828|104173|225948|32359|56831,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65477578,MMR,7,0.60000000,WMA_14ca4c830dd643d5|169820|104173|56828|32359|225948|56831,0.66666667,1.00000000,0.92020546,2,2.00000000,0.97540671,0.11831133,0.85714286,0,0,0
formal_train,65595704,B0,3,,WMA_2ee50f322925397b|202208|198675,0.66666667,0.70391809,0.70391809,2,1.33333333,0.97155939,0.20495020,0.16666667,0,1,1
formal_train,65595704,D0,3,,WMA_2ee50f322925397b|202208|198682,0.66666667,0.46927873,0.46927873,2,0.66666667,0.96279265,0.06680082,0.00000000,0,1,1
formal_train,65595704,D1,3,,WMA_2ee50f322925397b|202208|198682,0.66666667,0.46927873,0.46927873,2,0.66666667,0.96279265,0.06680082,0.00000000,0,1,1
formal_train,65595704,D2,3,,WMA_2ee50f322925397b|202208|198675,0.66666667,0.70391809,0.70391809,2,1.33333333,0.97155939,0.20495020,0.16666667,0,1,1
formal_train,65595704,D3_TFIDF,3,,WMA_2ee50f322925397b|134147|202208,0.66666667,0.46927873,0.46927873,2,0.66666667,0.77061639,0.11853473,0.00000000,0,1,1
formal_train,65595704,MMR,3,0.60000000,WMA_2ee50f322925397b|202208|198682,0.66666667,0.46927873,0.46927873,2,0.66666667,0.96279265,0.06680082,0.00000000,0,1,1
formal_train,65595704,B0,5,,WMA_2ee50f322925397b|202208|198675|198682|WMA_f3318159c4830de9,0.66666667,0.88545988,0.88545988,2,1.20000000,0.95410777,0.20609991,0.20000000,0,1,1
formal_train,65595704,D0,5,,WMA_2ee50f322925397b|202208|198682|198679|198675,0.66666667,0.65082052,0.65082052,2,0.80000000,0.94558400,0.20668849,0.05000000,0,1,1
formal_train,65595704,D1,5,,WMA_2ee50f322925397b|202208|198682|198679|198675,0.66666667,0.65082052,0.65082052,2,0.80000000,0.94558400,0.20668849,0.05000000,0,1,1
formal_train,65595704,D2,5,,WMA_2ee50f322925397b|202208|198675|198682|WMA_f3318159c4830de9,0.66666667,0.88545988,0.88545988,2,1.20000000,0.95410777,0.20609991,0.20000000,0,1,1
formal_train,65595704,D3_TFIDF,5,,WMA_2ee50f322925397b|134147|202208|198675|198682,0.66666667,0.67138607,0.67138607,2,0.80000000,0.83956496,0.15508094,0.05000000,0,1,1
formal_train,65595704,MMR,5,0.60000000,WMA_2ee50f322925397b|202208|198682|198675|WMA_f3318159c4830de9,0.66666667,0.85292787,0.85292787,2,1.20000000,0.95410777,0.20609991,0.20000000,0,1,1
formal_train,65595704,B0,7,,WMA_2ee50f322925397b|202208|198675|198682|WMA_f3318159c4830de9|198679|134147,0.66666667,0.88545988,0.88545988,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65595704,D0,7,,WMA_2ee50f322925397b|202208|198682|198679|198675|WMA_f3318159c4830de9|134147,0.66666667,0.81798097,0.81798097,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65595704,D1,7,,WMA_2ee50f322925397b|202208|198682|198679|198675|WMA_f3318159c4830de9|134147,0.66666667,0.81798097,0.81798097,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65595704,D2,7,,WMA_2ee50f322925397b|202208|198675|198682|WMA_f3318159c4830de9|198679|134147,0.66666667,0.88545988,0.88545988,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65595704,D3_TFIDF,7,,WMA_2ee50f322925397b|134147|202208|198675|198682|WMA_f3318159c4830de9|198679,0.66666667,0.83854653,0.83854653,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65595704,MMR,7,0.60000000,WMA_2ee50f322925397b|202208|198682|198675|WMA_f3318159c4830de9|198679|134147,0.66666667,0.85292787,0.85292787,2,0.85714286,0.85817885,0.19788854,0.09523810,0,1,1
formal_train,65684910,B0,3,,WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9,0.75000000,1.00000000,0.46900009,3,2.00000000,0.99971207,0.58857641,0.77777778,0,1,1
formal_train,65684910,D0,3,,210041|26778|WMA_f81a509f737aec9a,1.00000000,1.00000000,0.46900009,4,2.00000000,0.91957553,0.10485501,0.41666667,1,1,1
formal_train,65684910,D1,3,,WMA_bf8d1b53b2b33ef9|26778|WMA_f81a509f737aec9a,0.75000000,1.00000000,0.46900009,3,2.00000000,0.95913941,0.25516869,0.50000000,0,1,1
formal_train,65684910,D2,3,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a,0.50000000,1.00000000,0.46900009,2,2.00000000,0.99836475,0.24489880,1.00000000,0,1,1
formal_train,65684910,D3_TFIDF,3,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a,0.50000000,1.00000000,0.46900009,2,2.00000000,0.99836475,0.24489880,1.00000000,0,1,1
formal_train,65684910,MMR,3,0.60000000,WMA_f81a509f737aec9a|71771|210041,1.00000000,1.00000000,0.46900009,4,2.00000000,0.95892594,0.09429756,0.66666667,1,1,1
formal_train,65684910,B0,5,,WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9|WMA_80229993d5b6f476|71771,0.75000000,1.00000000,0.64893158,3,2.00000000,0.99885796,0.32045623,0.86666667,0,1,1
formal_train,65684910,D0,5,,210041|26778|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_80229993d5b6f476,1.00000000,1.00000000,0.64893158,4,2.00000000,0.95150939,0.19082763,0.62500000,1,1,1
formal_train,65684910,D1,5,,WMA_bf8d1b53b2b33ef9|26778|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_80229993d5b6f476,0.75000000,1.00000000,0.64893158,3,2.00000000,0.97524772,0.31150845,0.68333333,0,1,1
formal_train,65684910,D2,5,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9,0.75000000,1.00000000,0.64893158,3,2.00000000,0.99885796,0.32045623,0.86666667,0,1,1
formal_train,65684910,D3_TFIDF,5,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9,0.75000000,1.00000000,0.64893158,3,2.00000000,0.99885796,0.32045623,0.86666667,0,1,1
formal_train,65684910,MMR,5,0.60000000,WMA_f81a509f737aec9a|71771|210041|26778|156468,1.00000000,1.00000000,0.64893158,4,2.00000000,0.89850554,0.07098026,0.44166667,1,1,1
formal_train,65684910,B0,7,,WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9|WMA_80229993d5b6f476|71771|210041|26778,1.00000000,1.00000000,0.80069377,4,2.00000000,0.96472511,0.19944612,0.66666667,1,1,1
formal_train,65684910,D0,7,,210041|26778|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_80229993d5b6f476|71771|WMA_bf8d1b53b2b33ef9,1.00000000,1.00000000,0.80069377,4,2.00000000,0.96472511,0.19944612,0.66666667,1,1,1
formal_train,65684910,D1,7,,WMA_bf8d1b53b2b33ef9|26778|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_80229993d5b6f476|71771|219373,0.75000000,1.00000000,0.80069377,3,2.00000000,0.94016055,0.20617106,0.68253968,0,1,1
formal_train,65684910,D2,7,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9|210041|156468,1.00000000,1.00000000,0.80069377,4,2.00000000,0.94468113,0.18543519,0.66269841,1,1,1
formal_train,65684910,D3_TFIDF,7,,WMA_80229993d5b6f476|71771|WMA_f81a509f737aec9a|WMA_21597041a5577617|WMA_bf8d1b53b2b33ef9|210041|156468,1.00000000,1.00000000,0.80069377,4,2.00000000,0.94468113,0.18543519,0.66269841,1,1,1
formal_train,65684910,MMR,7,0.60000000,WMA_f81a509f737aec9a|71771|210041|26778|156468|WMA_80229993d5b6f476|WMA_21597041a5577617,1.00000000,1.00000000,0.80069377,4,2.00000000,0.92733544,0.13246816,0.57539683,1,1,1
formal_train,65783369,B0,3,,WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191,0.50000000,1.00000000,0.53900313,2,2.00000000,0.98332330,0.20767278,0.66666667,0,1,1
formal_train,65783369,D0,3,,70090|WMA_a8dd5a2099ded336|200210,1.00000000,0.76536064,0.41253178,4,1.33333333,0.94350884,0.05552136,0.08333333,1,1,1
formal_train,65783369,D1,3,,WMA_a8dd5a2099ded336|70090|200210,1.00000000,0.76536064,0.41253178,4,1.33333333,0.94350884,0.05552136,0.08333333,1,1,1
formal_train,65783369,D2,3,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac,0.50000000,0.53072127,0.28606043,2,1.33333333,0.97132566,0.24099887,0.16666667,0,1,1
formal_train,65783369,D3_TFIDF,3,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac,0.50000000,0.53072127,0.28606043,2,1.33333333,0.97132566,0.24099887,0.16666667,0,1,1
formal_train,65783369,MMR,3,0.60000000,WMA_a8dd5a2099ded336|181191|70090,1.00000000,1.00000000,0.53900313,4,2.00000000,0.95550648,0.02787406,0.36111111,1,1,1
formal_train,65783369,B0,5,,WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|200210|70090,1.00000000,0.85393165,0.63685473,4,1.60000000,0.95625789,0.11365470,0.29166667,1,1,1
formal_train,65783369,D0,5,,70090|WMA_a8dd5a2099ded336|200210|WMA_b1071fc6f203bbac|181191,1.00000000,0.83041990,0.61931987,4,1.60000000,0.95625789,0.11365470,0.29166667,1,1,1
formal_train,65783369,D1,5,,WMA_a8dd5a2099ded336|70090|200210|WMA_b1071fc6f203bbac|181191,1.00000000,0.83041990,0.61931987,4,1.60000000,0.95625789,0.11365470,0.29166667,1,1,1
formal_train,65783369,D2,5,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|89122,0.50000000,0.66083979,0.49284852,2,1.60000000,0.93550613,0.12480442,0.45000000,0,1,1
formal_train,65783369,D3_TFIDF,5,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|89122,0.50000000,0.66083979,0.49284852,2,1.60000000,0.93550613,0.12480442,0.45000000,0,1,1
formal_train,65783369,MMR,5,0.60000000,WMA_a8dd5a2099ded336|181191|70090|200210|89122,1.00000000,0.85393165,0.63685473,4,1.60000000,0.91881604,0.05241853,0.29166667,1,1,1
formal_train,65783369,B0,7,,WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|200210|70090|167663|89122,1.00000000,0.88161721,0.81126897,4,1.71428571,0.92265517,0.12031199,0.38095238,1,1,1
formal_train,65783369,D0,7,,70090|WMA_a8dd5a2099ded336|200210|WMA_b1071fc6f203bbac|181191|122461|89122,1.00000000,0.76464891,0.70363410,4,1.42857143,0.90229783,0.09833621,0.27380952,1,1,1
formal_train,65783369,D1,7,,WMA_a8dd5a2099ded336|70090|200210|WMA_b1071fc6f203bbac|181191|122461|89122,1.00000000,0.76464891,0.70363410,4,1.42857143,0.90229783,0.09833621,0.27380952,1,1,1
formal_train,65783369,D2,7,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|89122|122461|70090,1.00000000,0.62721074,0.57716275,4,1.42857143,0.90229783,0.09833621,0.27380952,1,1,1
formal_train,65783369,D3_TFIDF,7,,200210|WMA_a8dd5a2099ded336|WMA_b1071fc6f203bbac|181191|89122|122461|70090,1.00000000,0.62721074,0.57716275,4,1.42857143,0.90229783,0.09833621,0.27380952,1,1,1
formal_train,65783369,MMR,7,0.60000000,WMA_a8dd5a2099ded336|181191|70090|200210|89122|WMA_b1071fc6f203bbac|31107,1.00000000,0.88161721,0.81126897,4,1.71428571,0.91018311,0.10515120,0.38095238,1,1,1
formal_train,65791832,B0,3,,WMA_f05a193fc3f7c90c|WMA_9616b5cf06189e4a|45034,1.00000000,1.00000000,0.46900009,3,2.00000000,0.99849220,0.33616425,0.33333333,1,0,0
formal_train,65791832,D0,3,,WMA_f05a193fc3f7c90c|78165|WMA_9616b5cf06189e4a,1.00000000,0.70391809,0.33013765,3,1.33333333,0.96443335,0.24440340,0.11111111,1,0,0
formal_train,65791832,D1,3,,WMA_f05a193fc3f7c90c|78165|52321,1.00000000,0.70391809,0.33013765,3,1.33333333,0.92691332,0.12110368,0.11111111,1,0,0
formal_train,65791832,D2,3,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034,1.00000000,1.00000000,0.46900009,3,2.00000000,0.99849220,0.33616425,0.33333333,1,0,0
formal_train,65791832,D3_TFIDF,3,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034,1.00000000,1.00000000,0.46900009,3,2.00000000,0.99849220,0.33616425,0.33333333,1,0,0
formal_train,65791832,MMR,3,0.60000000,WMA_f05a193fc3f7c90c|60784|113353,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98478319,0.11171865,0.22222222,1,0,0
formal_train,65791832,B0,5,,WMA_f05a193fc3f7c90c|WMA_9616b5cf06189e4a|45034|142743|84664,1.00000000,1.00000000,0.64893158,3,2.00000000,0.99568936,0.22994966,0.53333333,1,0,0
formal_train,65791832,D0,5,,WMA_f05a193fc3f7c90c|78165|WMA_9616b5cf06189e4a|60784|113353,1.00000000,0.78601374,0.51006913,3,1.60000000,0.96958272,0.14457792,0.20000000,1,0,0
formal_train,65791832,D1,5,,WMA_f05a193fc3f7c90c|78165|52321|45034|84664,1.00000000,0.78601374,0.51006913,3,1.60000000,0.95338790,0.16207384,0.36666667,1,0,0
formal_train,65791832,D2,5,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034|60784|113353,1.00000000,1.00000000,0.64893158,3,2.00000000,0.99001803,0.16926806,0.31666667,1,0,0
formal_train,65791832,D3_TFIDF,5,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034|60784|113353,1.00000000,1.00000000,0.64893158,3,2.00000000,0.99001803,0.16926806,0.31666667,1,0,0
formal_train,65791832,MMR,5,0.60000000,WMA_f05a193fc3f7c90c|60784|113353|84664|123408,1.00000000,1.00000000,0.64893158,3,2.00000000,0.97945281,0.11490099,0.33333333,1,0,0
formal_train,65791832,B0,7,,WMA_f05a193fc3f7c90c|WMA_9616b5cf06189e4a|45034|142743|84664|60784|113353,1.00000000,1.00000000,0.80069377,3,2.00000000,0.99043719,0.16006972,0.41269841,1,0,0
formal_train,65791832,D0,7,,WMA_f05a193fc3f7c90c|78165|WMA_9616b5cf06189e4a|60784|113353|52321|45034,1.00000000,0.82657234,0.66183132,3,1.71428571,0.96158487,0.16322929,0.19047619,1,0,0
formal_train,65791832,D1,7,,WMA_f05a193fc3f7c90c|78165|52321|45034|84664|123408|WMA_9616b5cf06189e4a,1.00000000,0.82657234,0.66183132,3,1.71428571,0.95991358,0.16772940,0.30158730,1,0,0
formal_train,65791832,D2,7,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034|60784|113353|123408|78165,1.00000000,0.90837456,0.72732984,3,1.71428571,0.97145141,0.14075905,0.24603175,1,0,0
formal_train,65791832,D3_TFIDF,7,,WMA_9616b5cf06189e4a|WMA_f05a193fc3f7c90c|45034|60784|113353|123408|78165,1.00000000,0.90837456,0.72732984,3,1.71428571,0.97145141,0.14075905,0.24603175,1,0,0
formal_train,65791832,MMR,7,0.60000000,WMA_f05a193fc3f7c90c|60784|113353|84664|123408|142743|78165,1.00000000,0.90837456,0.72732984,3,1.71428571,0.96962707,0.13814749,0.30158730,1,0,0
formal_train,65914693,B0,3,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0,1.00000000,1.00000000,0.53900313,3,2.00000000,0.99261534,0.25121066,0.44444444,1,1,1
formal_train,65914693,D0,3,,WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0|WMA_0c6d809d01cc8112,1.00000000,1.00000000,0.53900313,3,2.00000000,0.99261534,0.25121066,0.44444444,1,1,1
formal_train,65914693,D1,3,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|130677,0.66666667,1.00000000,0.53900313,2,2.00000000,0.91307664,0.16080615,0.33333333,0,0,1
formal_train,65914693,D2,3,,12633|WMA_e38d1bbc2298735f|WMA_0c6d809d01cc8112,0.66666667,1.00000000,0.53900313,2,2.00000000,0.98177276,0.18661392,0.66666667,0,0,1
formal_train,65914693,D3_TFIDF,3,,WMA_0c6d809d01cc8112|12633|WMA_e38d1bbc2298735f,0.66666667,1.00000000,0.53900313,2,2.00000000,0.98177276,0.18661392,0.66666667,0,0,1
formal_train,65914693,MMR,3,0.60000000,WMA_0c6d809d01cc8112|12633|WMA_ff8c6fbbb6b030f0,1.00000000,1.00000000,0.53900313,3,2.00000000,0.97511472,0.09399869,0.44444444,1,1,1
formal_train,65914693,B0,5,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0|12633|WMA_e899766c647ddbd9,1.00000000,1.00000000,0.74579122,3,2.00000000,0.97264724,0.16857079,0.56666667,1,1,1
formal_train,65914693,D0,5,,WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0|WMA_0c6d809d01cc8112|WMA_e899766c647ddbd9|203943,1.00000000,0.86879492,0.64793962,3,1.60000000,0.92893690,0.16978740,0.33333333,1,1,1
formal_train,65914693,D1,5,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|130677|WMA_ff8c6fbbb6b030f0|203943,1.00000000,0.86879492,0.64793962,3,1.60000000,0.88923099,0.11535715,0.18333333,1,1,1
formal_train,65914693,D2,5,,12633|WMA_e38d1bbc2298735f|WMA_0c6d809d01cc8112|WMA_ff8c6fbbb6b030f0|WMA_e899766c647ddbd9,1.00000000,1.00000000,0.74579122,3,2.00000000,0.97264724,0.16857079,0.56666667,1,1,1
formal_train,65914693,D3_TFIDF,5,,WMA_0c6d809d01cc8112|12633|WMA_e38d1bbc2298735f|130677|WMA_ff8c6fbbb6b030f0,1.00000000,1.00000000,0.74579122,3,2.00000000,0.93294133,0.13075049,0.41666667,1,1,1
formal_train,65914693,MMR,5,0.60000000,WMA_0c6d809d01cc8112|12633|WMA_ff8c6fbbb6b030f0|WMA_e899766c647ddbd9|WMA_e38d1bbc2298735f,1.00000000,1.00000000,0.74579122,3,2.00000000,0.97264724,0.16857079,0.56666667,1,1,1
formal_train,65914693,B0,7,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0|12633|WMA_e899766c647ddbd9|73984|130677,1.00000000,1.00000000,0.92020546,3,2.00000000,0.92617032,0.14567478,0.50000000,1,1,1
formal_train,65914693,D0,7,,WMA_e38d1bbc2298735f|WMA_ff8c6fbbb6b030f0|WMA_0c6d809d01cc8112|WMA_e899766c647ddbd9|203943|12633|130677,1.00000000,0.89366332,0.82235387,3,1.71428571,0.90450644,0.14278973,0.31746032,1,1,1
formal_train,65914693,D1,7,,WMA_0c6d809d01cc8112|WMA_e38d1bbc2298735f|130677|WMA_ff8c6fbbb6b030f0|203943|12633|73984,1.00000000,0.89366332,0.82235387,3,1.71428571,0.89602848,0.13214637,0.35714286,1,1,1
formal_train,65914693,D2,7,,12633|WMA_e38d1bbc2298735f|WMA_0c6d809d01cc8112|WMA_ff8c6fbbb6b030f0|WMA_e899766c647ddbd9|73984|97690,1.00000000,1.00000000,0.92020546,3,2.00000000,0.92604520,0.15106711,0.61904762,1,1,1
formal_train,65914693,D3_TFIDF,7,,WMA_0c6d809d01cc8112|12633|WMA_e38d1bbc2298735f|130677|WMA_ff8c6fbbb6b030f0|WMA_e899766c647ddbd9|73984,1.00000000,1.00000000,0.92020546,3,2.00000000,0.92617032,0.14567478,0.50000000,1,1,1
formal_train,65914693,MMR,7,0.60000000,WMA_0c6d809d01cc8112|12633|WMA_ff8c6fbbb6b030f0|WMA_e899766c647ddbd9|WMA_e38d1bbc2298735f|73984|130677,1.00000000,1.00000000,0.92020546,3,2.00000000,0.92617032,0.14567478,0.50000000,1,1,1
formal_train,66063534,B0,3,,WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965,0.66666667,1.00000000,0.46900009,2,2.00000000,0.99554755,0.27951454,1.00000000,0,0,1
formal_train,66063534,D0,3,,18287|31663|WMA_b0246c8fdbfdc7a4,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98478703,0.11267086,0.50000000,1,1,1
formal_train,66063534,D1,3,,18287|31663|WMA_b0246c8fdbfdc7a4,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98478703,0.11267086,0.50000000,1,1,1
formal_train,66063534,D2,3,,8745|18287|WMA_b0246c8fdbfdc7a4,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98802920,0.16553848,0.77777778,1,1,1
formal_train,66063534,D3_TFIDF,3,,8745|18287|WMA_b0246c8fdbfdc7a4,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98802920,0.16553848,0.77777778,1,1,1
formal_train,66063534,MMR,3,0.60000000,WMA_b0246c8fdbfdc7a4|31663|18287,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98478703,0.11267086,0.50000000,1,1,1
formal_train,66063534,B0,5,,WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|8745|31663,0.66666667,1.00000000,0.64893158,2,2.00000000,0.99121863,0.16048201,0.80000000,0,0,1
formal_train,66063534,D0,5,,18287|31663|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965,1.00000000,1.00000000,0.64893158,3,2.00000000,0.98846512,0.16899811,0.68333333,1,1,1
formal_train,66063534,D1,5,,18287|31663|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965,1.00000000,1.00000000,0.64893158,3,2.00000000,0.98846512,0.16899811,0.68333333,1,1,1
formal_train,66063534,D2,5,,8745|18287|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965,1.00000000,1.00000000,0.64893158,3,2.00000000,0.99041042,0.18896548,0.86666667,1,1,1
formal_train,66063534,D3_TFIDF,5,,8745|18287|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965,1.00000000,1.00000000,0.64893158,3,2.00000000,0.99041042,0.18896548,0.86666667,1,1,1
formal_train,66063534,MMR,5,0.60000000,WMA_b0246c8fdbfdc7a4|31663|18287|WMA_afe8e75bc6a03014|8745,1.00000000,1.00000000,0.64893158,3,2.00000000,0.98412565,0.15759115,0.68333333,1,1,1
formal_train,66063534,B0,7,,WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|8745|31663|WMA_afe8e75bc6a03014|18287,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66063534,D0,7,,18287|31663|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|8745|WMA_afe8e75bc6a03014,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66063534,D1,7,,18287|31663|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|8745|WMA_afe8e75bc6a03014,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66063534,D2,7,,8745|18287|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|31663|WMA_afe8e75bc6a03014,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66063534,D3_TFIDF,7,,8745|18287|WMA_b0246c8fdbfdc7a4|WMA_1175824845c9724c|139965|31663|WMA_afe8e75bc6a03014,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66063534,MMR,7,0.60000000,WMA_b0246c8fdbfdc7a4|31663|18287|WMA_afe8e75bc6a03014|8745|139965|WMA_1175824845c9724c,1.00000000,1.00000000,0.80069377,3,2.00000000,0.98694182,0.16299802,0.76984127,1,1,1
formal_train,66141575,B0,3,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466,0.33333333,1.00000000,0.72272657,1,2.00000000,0.87224583,0.38161349,1.00000000,0,0,1
formal_train,66141575,D0,3,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466,0.33333333,1.00000000,0.72272657,1,2.00000000,0.87224583,0.38161349,1.00000000,0,0,1
formal_train,66141575,D1,3,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466,0.33333333,1.00000000,0.72272657,1,2.00000000,0.87224583,0.38161349,1.00000000,0,0,1
formal_train,66141575,D2,3,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466,0.33333333,1.00000000,0.72272657,1,2.00000000,0.87224583,0.38161349,1.00000000,0,0,1
formal_train,66141575,D3_TFIDF,3,,WMA_003d9f1a9302353c|WMA_9e1c371c2545b3b6|174466,0.33333333,1.00000000,0.72272657,1,2.00000000,0.87224583,0.38161349,1.00000000,0,0,1
formal_train,66141575,MMR,3,0.60000000,WMA_9e1c371c2545b3b6|174466|WMA_70eb0a817e1e405a,0.33333333,1.00000000,0.72272657,1,2.00000000,0.79758116,0.18428784,1.00000000,0,0,1
formal_train,66141575,B0,5,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466|WMA_70eb0a817e1e405a|3609,0.33333333,0.86879492,0.86879492,1,1.60000000,0.69493842,0.18730169,0.60000000,0,0,1
formal_train,66141575,D0,5,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466|3609|WMA_70eb0a817e1e405a,0.33333333,0.85393165,0.85393165,1,1.60000000,0.69493842,0.18730169,0.60000000,0,0,1
formal_train,66141575,D1,5,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466|3609|WMA_70eb0a817e1e405a,0.33333333,0.85393165,0.85393165,1,1.60000000,0.69493842,0.18730169,0.60000000,0,0,1
formal_train,66141575,D2,5,,WMA_9e1c371c2545b3b6|WMA_003d9f1a9302353c|174466|WMA_70eb0a817e1e405a|3609,0.33333333,0.86879492,0.86879492,1,1.60000000,0.69493842,0.18730169,0.60000000,0,0,1
