split,qid,method,k,lambda,selected_doc_ids,selected_scores,demand_cov,ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,jaccard_vs_b0,replacement_count_vs_b0
formal_train,331914,B0,5,,114239|3165|45874|174218|212634,0.76173002;0.76161927;0.58485067;0.58362973;0.58362973,1.00000000,0.69302219,3,2.00000000,0.65509188,0.16326531,0.80000000,1.00000000,0
formal_train,331914,MMR,5,0.60000000,114239|3165|174218|WMA_8408994fcb0a6f2e|213989,0.76173002;0.76161927;0.58362973;0.56690615;0.56097227,1.00000000,0.69302219,3,2.00000000,0.64697149,0.07497392,0.66666667,0.42857143,2
formal_train,331914,D3_TFIDF,5,,45874|114239|3165|174218|212634,0.76173002;0.76161927;0.58485067;0.58362973;0.58362973,1.00000000,0.69302219,3,2.00000000,0.65509188,0.16326531,0.80000000,1.00000000,0
formal_train,34476742,B0,5,,WMA_b69ddd1c20284155|WMA_e94455457f8ad750|WMA_d6cd6261898f6cf9|WMA_00e3d4fdd87d75c2|137499,0.99934500;0.99914122;0.99841630;0.99559009;0.99417549,1.00000000,0.64893158,2,2.00000000,0.99733362,0.18336122,0.40000000,1.00000000,0
formal_train,34476742,MMR,5,0.60000000,WMA_b69ddd1c20284155|WMA_00e3d4fdd87d75c2|WMA_d6cd6261898f6cf9|106078|78089,0.99934500;0.99841630;0.99559009;0.99322188;0.99298579,1.00000000,0.64893158,2,2.00000000,0.99591181,0.09694033,0.50000000,0.42857143,2
formal_train,34476742,D3_TFIDF,5,,WMA_b69ddd1c20284155|WMA_e94455457f8ad750|WMA_d6cd6261898f6cf9|WMA_00e3d4fdd87d75c2|137499,0.99934500;0.99914122;0.99841630;0.99559009;0.99417549,1.00000000,0.64893158,2,2.00000000,0.99733362,0.18336122,0.40000000,1.00000000,0
formal_train,34900747,B0,5,,WMA_5cc023af02b79602|101092|WMA_dc231a431c70c584|WMA_85ff7415a4139648|WMA_414f044e8a859a69,0.99557906;0.98606038;0.97111118;0.94910020;0.89579409,1.00000000,0.23719771,1,0.40000000,0.95952898,0.17414063,0.00000000,1.00000000,0
formal_train,34900747,MMR,5,0.60000000,WMA_5cc023af02b79602|101092|WMA_85ff7415a4139648|WMA_dc231a431c70c584|21186,0.99557906;0.98606038;0.97111118;0.94910020;0.82925969,0.00000000,0.00000000,0,0.00000000,0.94622210,0.13524726,0.00000000,0.66666667,1
formal_train,34900747,D3_TFIDF,5,,113717|WMA_5cc023af02b79602|101092|WMA_dc231a431c70c584|WMA_85ff7415a4139648,0.99557906;0.98606038;0.97111118;0.94910020;0.72322780,0.00000000,0.00000000,0,0.00000000,0.92501572,0.15040509,0.00000000,0.66666667,1
formal_train,364963,B0,5,,WMA_3c2079863584e082|203852|90918|37908|29154,0.99105000;0.98426408;0.98365545;0.97370052;0.95606554,0.75000000,0.69302219,3,2.00000000,0.97774712,0.11966697,0.60000000,1.00000000,0
formal_train,364963,MMR,5,0.60000000,WMA_3c2079863584e082|203852|29154|58808|23817,0.99105000;0.98426408;0.95606554;0.94678199;0.91771477,0.75000000,0.69302219,3,2.00000000,0.95917528,0.09838100,0.56666667,0.42857143,2
formal_train,364963,D3_TFIDF,5,,WMA_3c2079863584e082|203852|90918|37908|29154,0.99105000;0.98426408;0.98365545;0.97370052;0.95606554,0.75000000,0.69302219,3,2.00000000,0.97774712,0.11966697,0.60000000,1.00000000,0
formal_train,36722969,B0,5,,169820|56828|146370|104173|225948,0.96796596;0.94892865;0.93720466;0.88073343;0.87884170,1.00000000,0.64893158,3,2.00000000,0.92273488,0.09840227,0.66666667,1.00000000,0
formal_train,36722969,MMR,5,0.60000000,169820|56828|146370|104173|225948,0.96796596;0.94892865;0.93720466;0.88073343;0.87884170,1.00000000,0.64893158,3,2.00000000,0.92273488,0.09840227,0.66666667,1.00000000,0
formal_train,36722969,D3_TFIDF,5,,169820|56828|146370|104173|225948,0.96796596;0.94892865;0.93720466;0.88073343;0.87884170,1.00000000,0.64893158,3,2.00000000,0.92273488,0.09840227,0.66666667,1.00000000,0
formal_train,36795049,B0,5,,WMA_02d341c09b8b1f91|WMA_9cd7d780b24dc7ca|WMA_1501c27c47e7b3a2|WMA_71c5a8d9c608d872|WMA_e92bc0a5464eb4db,0.99886060;0.97435296;0.94806647;0.79647285;0.67648685,1.00000000,0.74579122,4,2.00000000,0.87884794,0.19405598,0.36666667,1.00000000,0
formal_train,36795049,MMR,5,0.60000000,WMA_02d341c09b8b1f91|WMA_1501c27c47e7b3a2|WMA_9cd7d780b24dc7ca|WMA_71c5a8d9c608d872|WMA_e92bc0a5464eb4db,0.99886060;0.97435296;0.94806647;0.79647285;0.67648685,1.00000000,0.74579122,4,2.00000000,0.87884794,0.19405598,0.36666667,1.00000000,0
formal_train,36795049,D3_TFIDF,5,,WMA_02d341c09b8b1f91|WMA_9cd7d780b24dc7ca|WMA_1501c27c47e7b3a2|WMA_71c5a8d9c608d872|WMA_e92bc0a5464eb4db,0.99886060;0.97435296;0.94806647;0.79647285;0.67648685,1.00000000,0.74579122,4,2.00000000,0.87884794,0.19405598,0.36666667,1.00000000,0
formal_train,37391768,B0,5,,WMA_c3a6cb649aebb319|135972|59706|203943|203942,0.98560011;0.94395351;0.80214942;0.80132842;0.77713203,1.00000000,0.50874031,2,0.80000000,0.86203270,0.18224035,0.05000000,1.00000000,0
formal_train,37391768,MMR,5,0.60000000,WMA_c3a6cb649aebb319|135972|59706|203943|203942,0.98560011;0.94395351;0.80214942;0.80132842;0.77713203,1.00000000,0.50874031,2,0.80000000,0.86203270,0.18224035,0.05000000,1.00000000,0
formal_train,37391768,D3_TFIDF,5,,WMA_c3a6cb649aebb319|135972|59706|203943|203942,0.98560011;0.94395351;0.80214942;0.80132842;0.77713203,1.00000000,0.50874031,2,0.80000000,0.86203270,0.18224035,0.05000000,1.00000000,0
formal_train,384814,B0,5,,WMA_189742ec172d3cbf|29641|95798|83627|148707,0.99248016;0.99222821;0.99038446;0.98291290;0.96511370,0.60000000,0.60209416,3,1.60000000,0.98462389,0.22893436,0.21666667,1.00000000,0
formal_train,384814,MMR,5,0.60000000,WMA_189742ec172d3cbf|95798|64744|83627|148707,0.99248016;0.99038446;0.98291290;0.96511370;0.95295352,0.60000000,0.60209416,3,1.60000000,0.97676895,0.13949068,0.36666667,0.66666667,1
formal_train,384814,D3_TFIDF,5,,WMA_189742ec172d3cbf|29641|95798|148707|83627,0.99248016;0.99222821;0.99038446;0.98291290;0.96511370,0.60000000,0.59179359,3,1.60000000,0.98462389,0.22893436,0.21666667,1.00000000,0
formal_train,38625270,B0,5,,WMA_c41422a87e9075a6|WMA_962bc939f24f4def|WMA_d45e752fcd42d690|WMA_4358bba3f9c0f016|WMA_0f958009c0cf5e0c,0.99988878;0.99988389;0.99988258;0.99821186;0.99317086,0.33333333,0.47726565,1,1.20000000,0.99820759,0.27676853,0.30000000,1.00000000,0
formal_train,38625270,MMR,5,0.60000000,WMA_c41422a87e9075a6|WMA_0f958009c0cf5e0c|94194|WMA_d45e752fcd42d690|215645,0.99988878;0.99988258;0.99317086;0.89419311;0.88405138,1.00000000,0.74579122,3,2.00000000,0.95423734,0.10486337,0.30000000,0.42857143,2
formal_train,38625270,D3_TFIDF,5,,WMA_c41422a87e9075a6|161681|WMA_962bc939f24f4def|WMA_d45e752fcd42d690|WMA_4358bba3f9c0f016,0.99988878;0.99988389;0.99988258;0.99821186;0.89996219,0.33333333,0.36187920,1,0.80000000,0.97956586,0.24739137,0.10000000,0.66666667,1
formal_train,38916214,B0,5,,WMA_69cc1ded5df90bca|WMA_e9b2b559e308614b|WMA_91ab0b6779d21aee|WMA_1b990cf3c5b6473e|21946,0.99989533;0.99820065;0.99680871;0.99505979;0.98766321,1.00000000,0.44409733,2,1.20000000,0.99552554,0.18938618,0.20000000,1.00000000,0
formal_train,38916214,MMR,5,0.60000000,WMA_69cc1ded5df90bca|WMA_91ab0b6779d21aee|21946|WMA_e9b2b559e308614b|WMA_5a5348f28df45e3b,0.99989533;0.99820065;0.99680871;0.98766321;0.95949030,1.00000000,0.51006913,2,1.60000000,0.98841164,0.13561458,0.30000000,0.66666667,1
formal_train,38916214,D3_TFIDF,5,,WMA_69cc1ded5df90bca|WMA_e9b2b559e308614b|WMA_91ab0b6779d21aee|WMA_1b990cf3c5b6473e|21946,0.99989533;0.99820065;0.99680871;0.99505979;0.98766321,1.00000000,0.44409733,2,1.20000000,0.99552554,0.18938618,0.20000000,1.00000000,0
formal_train,39380185,B0,5,,WMA_137ee75cde9efe0d|26445|27147|104976|46208,0.98304212;0.97957760;0.92897415;0.81254303;0.73121452,0.50000000,0.64893158,1,2.00000000,0.88707029,0.14867252,1.00000000,1.00000000,0
formal_train,39380185,MMR,5,0.60000000,WMA_137ee75cde9efe0d|26445|27147|101985|46208,0.98304212;0.97957760;0.92897415;0.73121452;0.72608596,0.50000000,0.64893158,1,2.00000000,0.86977887,0.07538688,1.00000000,0.66666667,1
formal_train,39380185,D3_TFIDF,5,,104976|WMA_137ee75cde9efe0d|26445|27147|101985,0.98304212;0.97957760;0.92897415;0.81254303;0.72608596,0.50000000,0.64893158,1,2.00000000,0.88604457,0.09143531,1.00000000,0.66666667,1
formal_train,39641499,B0,5,,WMA_01c53b4bb86e952d|WMA_807c9463bd352987|192119|223792|207877,0.99060678;0.99057055;0.98471791;0.96822137;0.96073216,1.00000000,0.64893158,2,2.00000000,0.97896975,0.23453577,1.00000000,1.00000000,0
formal_train,39641499,MMR,5,0.60000000,WMA_01c53b4bb86e952d|188827|223792|186557|192119,0.99060678;0.98471791;0.96822137;0.95493585;0.89802188,1.00000000,0.64893158,2,2.00000000,0.95930076,0.09614274,1.00000000,0.42857143,2
formal_train,39641499,D3_TFIDF,5,,WMA_01c53b4bb86e952d|WMA_807c9463bd352987|192119|223792|188827,0.99060678;0.99057055;0.98471791;0.96822137;0.95493585,1.00000000,0.64893158,2,2.00000000,0.97781049,0.18356811,1.00000000,0.66666667,1
formal_train,39866846,B0,5,,111842|89559|143127|134526|118268,0.99618834;0.99543363;0.99331397;0.99239033;0.97178328,1.00000000,0.64893158,2,2.00000000,0.98982191,0.21395171,1.00000000,1.00000000,0
formal_train,39866846,MMR,5,0.60000000,111842|134526|89559|143127|36549,0.99618834;0.99543363;0.99331397;0.99239033;0.84481406,1.00000000,0.64893158,2,2.00000000,0.96442807,0.10878196,1.00000000,0.66666667,1
formal_train,39866846,D3_TFIDF,5,,29521|111842|89559|143127|134526,0.99618834;0.99543363;0.99331397;0.99239033;0.81277186,1.00000000,0.64893158,2,2.00000000,0.95801963,0.13735138,1.00000000,0.66666667,1
formal_train,40057319,B0,5,,WMA_eeea2e1508e7600b|WMA_e610754be30b2a08|165778|161279|29172,0.99230742;0.99146640;0.98959410;0.98806411;0.98669285,1.00000000,0.53888569,2,1.60000000,0.98962498,0.10445458,0.45000000,1.00000000,0
formal_train,40057319,MMR,5,0.60000000,WMA_eeea2e1508e7600b|165778|161279|WMA_e610754be30b2a08|29172,0.99230742;0.99146640;0.98959410;0.98806411;0.98669285,1.00000000,0.51006913,2,1.60000000,0.98962498,0.10445458,0.45000000,1.00000000,0
formal_train,40057319,D3_TFIDF,5,,WMA_eeea2e1508e7600b|WMA_e610754be30b2a08|165778|161279|29172,0.99230742;0.99146640;0.98959410;0.98806411;0.98669285,1.00000000,0.53888569,2,1.60000000,0.98962498,0.10445458,0.45000000,1.00000000,0
formal_train,40207434,B0,5,,WMA_6e3bca0dcb360c14|124355|WMA_70a345ecc07eb0a3|197203|WMA_a1e68de04512256e,0.99288106;0.94985527;0.91194189;0.89723694;0.84338158,1.00000000,0.64893158,4,2.00000000,0.91905935,0.18653572,0.75000000,1.00000000,0
formal_train,40207434,MMR,5,0.60000000,WMA_6e3bca0dcb360c14|124355|197203|58507|WMA_70a345ecc07eb0a3,0.99288106;0.94985527;0.91194189;0.89723694;0.83903182,1.00000000,0.64893158,4,2.00000000,0.91818939,0.13545192,0.75000000,0.66666667,1
formal_train,40207434,D3_TFIDF,5,,WMA_70a345ecc07eb0a3|WMA_6e3bca0dcb360c14|124355|19106|WMA_30b95bd020a653e5,0.99288106;0.94985527;0.91194189;0.77848434;0.75946516,1.00000000,0.64893158,4,2.00000000,0.87852554,0.13489690,0.85000000,0.42857143,2
formal_train,407461,B0,5,,198878|WMA_df5672969666dc61|WMA_35143a9c2a923bd2|WMA_3a5915172d7014be|139997,0.99967444;0.99887413;0.99864620;0.99795121;0.99005145,1.00000000,0.64893158,3,2.00000000,0.99703948,0.25816318,0.63333333,1.00000000,0
formal_train,407461,MMR,5,0.60000000,198878|WMA_3a5915172d7014be|15305|626|WMA_35143a9c2a923bd2,0.99967444;0.99864620;0.99795121;0.97843105;0.89409256,1.00000000,0.64893158,3,2.00000000,0.97375909,0.12229850,0.65000000,0.42857143,2
formal_train,407461,D3_TFIDF,5,,198878|WMA_ce2a18eab72a945a|WMA_df5672969666dc61|WMA_35143a9c2a923bd2|WMA_3a5915172d7014be,0.99967444;0.99887413;0.99864620;0.99795121;0.85001487,1.00000000,0.64893158,3,2.00000000,0.96903217,0.17513976,0.41666667,0.66666667,1
formal_train,408659,B0,5,,53572|121285|53571|108168|WMA_42a663ebdeed5de8,0.99953139;0.99945790;0.99933678;0.99933368;0.99880373,0.33333333,0.64893158,1,2.00000000,0.99929270,0.14194585,1.00000000,1.00000000,0
formal_train,408659,MMR,5,0.60000000,53572|108168|157235|17756|30074,0.99953139;0.99933368;0.99358702;0.99040306;0.95639300,0.66666667,0.64893158,2,2.00000000,0.98784963,0.04969502,0.80000000,0.25000000,3
formal_train,408659,D3_TFIDF,5,,53571|53572|121285|108168|WMA_42a663ebdeed5de8,0.99953139;0.99945790;0.99933678;0.99933368;0.99880373,0.33333333,0.64893158,1,2.00000000,0.99929270,0.14194585,1.00000000,1.00000000,0
formal_train,40960547,B0,5,,WMA_5fba7a5683cc0501|WMA_25f34a2a8eb82f7c|8704|WMA_f6d144c59be921e9|WMA_16baeec5d8022379,0.99173814;0.98700339;0.98551649;0.98162973;0.97615719,1.00000000,0.24738636,1,0.80000000,0.98440899,0.19275603,0.10000000,1.00000000,0
formal_train,40960547,MMR,5,0.60000000,WMA_5fba7a5683cc0501|9100|8704|88265|WMA_16baeec5d8022379,0.99173814;0.98551649;0.97615719;0.97248590;0.96930456,1.00000000,0.43830723,1,1.20000000,0.97904046,0.10661735,0.30000000,0.42857143,2
formal_train,40960547,D3_TFIDF,5,,WMA_5fba7a5683cc0501|WMA_25f34a2a8eb82f7c|8704|WMA_f6d144c59be921e9|WMA_16baeec5d8022379,0.99173814;0.98700339;0.98551649;0.98162973;0.97615719,1.00000000,0.24738636,1,0.80000000,0.98440899,0.19275603,0.10000000,1.00000000,0
formal_train,41894821,B0,5,,WMA_459dfdc3168a189c|WMA_e20230019b9ce347|WMA_11057fbb906b4904|WMA_17b522688244c9dd|WMA_ed3aa81edad618b5,0.99967086;0.99956363;0.99947327;0.99946731;0.99937004,1.00000000,0.74579122,3,2.00000000,0.99950902,0.22533476,0.63333333,1.00000000,0
formal_train,41894821,MMR,5,0.60000000,WMA_459dfdc3168a189c|WMA_ed3aa81edad618b5|WMA_11057fbb906b4904|WMA_e20230019b9ce347|WMA_7a047ec93f055ab4,0.99967086;0.99956363;0.99947327;0.99937004;0.99901724,1.00000000,0.74579122,3,2.00000000,0.99941901,0.22083191,0.63333333,0.66666667,1
formal_train,41894821,D3_TFIDF,5,,WMA_459dfdc3168a189c|WMA_11057fbb906b4904|WMA_17b522688244c9dd|WMA_8477315dc34353a7|WMA_e20230019b9ce347,0.99967086;0.99956363;0.99947327;0.99946731;0.99924326,1.00000000,0.74579122,3,2.00000000,0.99948367,0.31036267,0.68333333,0.66666667,1
formal_train,426293,B0,5,,196072|30974|192430|183212|13894,0.99308008;0.99157166;0.98896480;0.98806316;0.98624867,1.00000000,0.64893158,3,2.00000000,0.98958567,0.16858608,0.56666667,1.00000000,0
formal_train,426293,MMR,5,0.60000000,196072|28176|221258|183212|13894,0.99308008;0.98806316;0.98624867;0.98621595;0.95640367,1.00000000,0.64893158,3,2.00000000,0.98200231,0.08224273,0.55000000,0.42857143,2
formal_train,426293,D3_TFIDF,5,,196072|30974|192430|183212|13894,0.99308008;0.99157166;0.98896480;0.98806316;0.98624867,1.00000000,0.64893158,3,2.00000000,0.98958567,0.16858608,0.56666667,1.00000000,0
formal_train,431070,B0,5,,WMA_1e495848e2a0353a|WMA_8168cda72ba44cab|219896|143453|WMA_956070ee11bc17b0,0.99962962;0.99962354;0.99930024;0.99774629;0.99535322,1.00000000,0.69302219,4,2.00000000,0.99833058,0.18315984,0.48333333,1.00000000,0
formal_train,431070,MMR,5,0.60000000,WMA_1e495848e2a0353a|WMA_8168cda72ba44cab|WMA_956070ee11bc17b0|143453|135427,0.99962962;0.99962354;0.99774629;0.99535322;0.98858273,1.00000000,0.69302219,4,2.00000000,0.99618708,0.17659890,0.50833333,0.66666667,1
formal_train,431070,D3_TFIDF,5,,WMA_1e495848e2a0353a|WMA_956070ee11bc17b0|WMA_8168cda72ba44cab|219896|143453,0.99962962;0.99962354;0.99930024;0.99774629;0.99535322,1.00000000,0.69302219,4,2.00000000,0.99833058,0.18315984,0.48333333,1.00000000,0
formal_train,432808,B0,5,,WMA_365ad120f14bc9d3|WMA_418890bce55f9b7b|133657|21701|133659,0.99714738;0.98529398;0.92461574;0.88483000;0.76787001,1.00000000,0.81046163,4,2.00000000,0.91195142,0.13223299,0.66666667,1.00000000,0
formal_train,432808,MMR,5,0.60000000,WMA_365ad120f14bc9d3|133657|WMA_418890bce55f9b7b|21701|133659,0.99714738;0.98529398;0.92461574;0.88483000;0.76787001,1.00000000,0.81046163,4,2.00000000,0.91195142,0.13223299,0.66666667,1.00000000,0
formal_train,432808,D3_TFIDF,5,,WMA_365ad120f14bc9d3|WMA_cdcd5ebfc70e9704|WMA_540e8d0ac937f9c3|WMA_418890bce55f9b7b|133657,0.99714738;0.98529398;0.92461574;0.76563591;0.00298546,1.00000000,0.67302346,4,1.60000000,0.73513569,0.18756764,0.38333333,0.42857143,2
formal_train,433521,B0,5,,WMA_4386e3abfe52d36a|WMA_88025313525e34fb|WMA_e90155ed2e65b008|158019|94074,0.99979299;0.99974710;0.99938405;0.96193045;0.93201578,0.75000000,0.48835055,3,1.20000000,0.97857407,0.09697615,0.23333333,1.00000000,0
formal_train,433521,MMR,5,0.60000000,WMA_4386e3abfe52d36a|158019|94074|WMA_e90155ed2e65b008|27446,0.99979299;0.99938405;0.96193045;0.93201578;0.82030499,0.75000000,0.52146827,3,1.20000000,0.94268565,0.04996723,0.23333333,0.66666667,1
formal_train,433521,D3_TFIDF,5,,158019|WMA_4386e3abfe52d36a|WMA_88025313525e34fb|WMA_e90155ed2e65b008|94074,0.99979299;0.99974710;0.99938405;0.96193045;0.93201578,0.75000000,0.52146827,3,1.20000000,0.97857407,0.09697615,0.23333333,1.00000000,0
formal_train,44188719,B0,5,,WMA_59da4d06581ce953|WMA_f745c1509aaf41df|154485|17796|WMA_7d628b5485152d9f,0.99979192;0.99879032;0.99775201;0.99773681;0.99743611,0.75000000,0.81046163,3,2.00000000,0.99830143,0.23508955,0.51666667,1.00000000,0
formal_train,44188719,MMR,5,0.60000000,WMA_59da4d06581ce953|WMA_f745c1509aaf41df|17796|154485|WMA_930e3fa65eca7072,0.99979192;0.99879032;0.99775201;0.99773681;0.99379611,0.75000000,0.81046163,3,2.00000000,0.99757344,0.20177975,0.50000000,0.66666667,1
formal_train,44188719,D3_TFIDF,5,,WMA_59da4d06581ce953|WMA_f745c1509aaf41df|154485|17796|WMA_7d628b5485152d9f,0.99979192;0.99879032;0.99775201;0.99773681;0.99743611,0.75000000,0.81046163,3,2.00000000,0.99830143,0.23508955,0.51666667,1.00000000,0
formal_train,478086,B0,5,,WMA_807f38b6273fc9ba|WMA_8605fabfb5d1db82|19777|32465|65287,0.99995339;0.99954587;0.99911708;0.99911708;0.99911708,1.00000000,0.64893158,3,2.00000000,0.99937010,0.42252452,0.86666667,1.00000000,0
formal_train,478086,MMR,5,0.60000000,WMA_807f38b6273fc9ba|19777|120662|WMA_f8e011e4a8b80931|101526,0.99995339;0.99911708;0.99684948;0.99303848;0.99208331,1.00000000,0.64893158,3,2.00000000,0.99620835,0.26369867,0.68333333,0.25000000,3
formal_train,478086,D3_TFIDF,5,,WMA_f8e011e4a8b80931|WMA_807f38b6273fc9ba|WMA_8605fabfb5d1db82|19777|32465,0.99995339;0.99954587;0.99911708;0.99911708;0.99208331,1.00000000,0.64893158,3,2.00000000,0.99796335,0.34265017,0.86666667,0.66666667,1
formal_train,491820,B0,5,,WMA_b5b9d37bfd8ff7ac|WMA_d6f9b1f4892c08fb|WMA_b56a72144b66bd2d|WMA_195aa9034cbfbfd0|WMA_e855d85d5fc0ce29,0.99589241;0.99184823;0.99100238;0.98999035;0.98935574,0.66666667,0.64893158,2,2.00000000,0.99161782,0.14401903,0.40000000,1.00000000,0
formal_train,491820,MMR,5,0.60000000,WMA_b5b9d37bfd8ff7ac|WMA_e855d85d5fc0ce29|WMA_b56a72144b66bd2d|WMA_f994ac8e2ef30b58|114878,0.99589241;0.99100238;0.98935574;0.98854673;0.98166108,0.66666667,0.64893158,2,2.00000000,0.98929167,0.07616812,0.40000000,0.42857143,2
formal_train,491820,D3_TFIDF,5,,WMA_b5b9d37bfd8ff7ac|WMA_d6f9b1f4892c08fb|WMA_b56a72144b66bd2d|WMA_195aa9034cbfbfd0|WMA_e855d85d5fc0ce29,0.99589241;0.99184823;0.99100238;0.98999035;0.98935574,0.66666667,0.64893158,2,2.00000000,0.99161782,0.14401903,0.40000000,1.00000000,0
formal_train,49516885,B0,5,,64793|66345|57412|66343|66344,0.99457729;0.99457729;0.99322879;0.99291021;0.99291021,0.75000000,0.64893158,3,2.00000000,0.99364076,0.24264399,0.40000000,1.00000000,0
formal_train,49516885,MMR,5,0.60000000,64793|66343|135474|218345|57412,0.99457729;0.99322879;0.99291021;0.99143666;0.99007088,0.75000000,0.64893158,3,2.00000000,0.99244477,0.11258768,0.25000000,0.42857143,2
formal_train,49516885,D3_TFIDF,5,,57412|64793|66345|WMA_e82393352c611ffc|WMA_0a5584c5f2274d91,0.99457729;0.99457729;0.99322879;0.97499973;0.95891458,1.00000000,0.64893158,4,2.00000000,0.98325953,0.22757998,0.36666667,0.42857143,2
formal_train,49788365,B0,5,,57175|WMA_1720dfd42aff375a|60105|23467|55803,0.94797200;0.90085638;0.86969584;0.84102887;0.84102887,1.00000000,0.64893158,2,2.00000000,0.88011639,0.18294608,0.70000000,1.00000000,0
formal_train,49788365,MMR,5,0.60000000,57175|23467|WMA_1720dfd42aff375a|WMA_4bd7888aa1248cb2|61207,0.94797200;0.90085638;0.84102887;0.82981169;0.82426780,1.00000000,0.64893158,2,2.00000000,0.86878735,0.11510053,0.80000000,0.42857143,2
formal_train,49788365,D3_TFIDF,5,,57175|18569|WMA_1720dfd42aff375a|60105|23467,0.94797200;0.90085638;0.86969584;0.84102887;0.07627452,1.00000000,0.64893158,2,2.00000000,0.72716552,0.13006283,0.80000000,0.66666667,1
formal_train,50286180,B0,5,,WMA_c9946e98adb3d081|WMA_cfaad4ecdc2e02c2|128115|197985|41374,0.99952662;0.99429613;0.99000263;0.98829007;0.98061198,0.66666667,0.69302219,2,2.00000000,0.99054549,0.21817249,0.80000000,1.00000000,0
formal_train,50286180,MMR,5,0.60000000,WMA_c9946e98adb3d081|27183|128115|41374|WMA_cfaad4ecdc2e02c2,0.99952662;0.99429613;0.99000263;0.98061198;0.97035778,0.66666667,0.69302219,2,2.00000000,0.98695903,0.16017149,0.80000000,0.66666667,1
formal_train,50286180,D3_TFIDF,5,,WMA_c9946e98adb3d081|WMA_cfaad4ecdc2e02c2|128115|197985|41374,0.99952662;0.99429613;0.99000263;0.98829007;0.98061198,0.66666667,0.69302219,2,2.00000000,0.99054549,0.21817249,0.80000000,1.00000000,0
formal_train,50297528,B0,5,,WMA_aa5cf491b97ce4b3|94244|162633|104745|5146,0.99934226;0.97909957;0.97821200;0.97343916;0.90414572,1.00000000,0.74579122,4,2.00000000,0.96684774,0.10194843,0.46666667,1.00000000,0
formal_train,50297528,MMR,5,0.60000000,WMA_aa5cf491b97ce4b3|104745|94244|162633|5146,0.99934226;0.97909957;0.97821200;0.97343916;0.90414572,1.00000000,0.74579122,4,2.00000000,0.96684774,0.10194843,0.46666667,1.00000000,0
formal_train,50297528,D3_TFIDF,5,,WMA_aa5cf491b97ce4b3|94244|162633|104745|5146,0.99934226;0.97909957;0.97821200;0.97343916;0.90414572,1.00000000,0.74579122,4,2.00000000,0.96684774,0.10194843,0.46666667,1.00000000,0
formal_train,50431427,B0,5,,WMA_8561f4bffe76fe05|76629|154514|136801|61578,0.99948418;0.99807656;0.99790502;0.99752134;0.99712366,1.00000000,0.64893158,2,2.00000000,0.99802215,0.18757348,0.80000000,1.00000000,0
formal_train,50431427,MMR,5,0.60000000,WMA_8561f4bffe76fe05|21237|41492|61578|92665,0.99948418;0.99712366;0.99647045;0.99525511;0.91191274,1.00000000,0.56378846,2,1.60000000,0.98004923,0.05241767,0.45000000,0.25000000,3
formal_train,50431427,D3_TFIDF,5,,76629|WMA_8561f4bffe76fe05|41492|53118|21237,0.99948418;0.99807656;0.99647045;0.99647045;0.99525511,1.00000000,0.64893158,2,2.00000000,0.99715135,0.19563396,0.80000000,0.25000000,3
formal_train,52268856,B0,5,,WMA_5ffbe31c8acca42f|WMA_212ca045820a8688|WMA_946996cb6ec96670|691|WMA_83401aa8f05266d9,0.99927527;0.99835771;0.99634486;0.99608481;0.99571782,0.50000000,0.47036528,1,0.80000000,0.99715610,0.25928443,0.10000000,1.00000000,0
formal_train,52268856,MMR,5,0.60000000,WMA_5ffbe31c8acca42f|154487|WMA_8dd8d3585126c5e7|WMA_212ca045820a8688|WMA_83401aa8f05266d9,0.99927527;0.99835771;0.99571782;0.99525589;0.99183512,0.50000000,0.63994539,1,1.20000000,0.99608836,0.17395250,0.30000000,0.42857143,2
formal_train,52268856,D3_TFIDF,5,,WMA_5ffbe31c8acca42f|WMA_212ca045820a8688|WMA_946996cb6ec96670|691|WMA_83401aa8f05266d9,0.99927527;0.99835771;0.99634486;0.99608481;0.99571782,0.50000000,0.47036528,1,0.80000000,0.99715610,0.25928443,0.10000000,1.00000000,0
formal_train,568071,B0,5,,24234|WMA_b8e6b5dc5499a8dc|WMA_eb2250d316497e74|WMA_643899206812dfbd|WMA_fa401fef4f85a92c,0.99765366;0.99748045;0.98853403;0.98613054;0.98463690,0.75000000,0.64893158,3,2.00000000,0.99088712,0.18268592,0.61666667,1.00000000,0
formal_train,568071,MMR,5,0.60000000,24234|WMA_b8e6b5dc5499a8dc|WMA_eb2250d316497e74|WMA_643899206812dfbd|WMA_0265313d6f4ebba7,0.99765366;0.99748045;0.98853403;0.98613054;0.96969795,1.00000000,0.64893158,4,2.00000000,0.98789933,0.16450968,0.49166667,0.66666667,1
formal_train,568071,D3_TFIDF,5,,24234|WMA_eb2250d316497e74|WMA_643899206812dfbd|WMA_67f952adf07ec06e|WMA_b8e6b5dc5499a8dc,0.99765366;0.99748045;0.98853403;0.98613054;0.82435250,0.75000000,0.64893158,3,2.00000000,0.95883024,0.22643115,0.61666667,0.66666667,1
formal_train,60089214,B0,5,,WMA_a5bf10b5014aae85|WMA_8e6f8e9f5c473a70|WMA_763b13545515b8d6|123416|55173,0.99992251;0.97590315;0.94190377;0.93835282;0.84873205,1.00000000,0.76188708,4,1.60000000,0.94096286,0.14200494,0.18333333,1.00000000,0
